estacion,dia_semana,hora_dia,es_hora_pico,es_fin_semana,categoria_demanda,tiene_evento_especial,nivel_congestion
Calle 72,0,6,1,0,2,0,0.872
Calle 72,0,7,1,0,2,0,1.0
Calle 72,0,8,1,0,2,0,1.0
Calle 72,0,9,1,0,2,0,1.0
Calle 72,0,10,0,0,2,0,0.679
Calle 72,0,11,0,0,2,0,0.664
Calle 72,0,12,0,0,2,0,0.709
Calle 72,0,13,0,0,2,0,0.674
Calle 72,0,14,0,0,2,0,0.719
Calle 72,0,15,0,0,2,0,0.656
Calle 72,0,16,1,0,2,1,1.0
Calle 72,0,17,1,0,2,0,1.0
Calle 72,0,18,1,0,2,0,1.0
Calle 72,0,19,1,0,2,0,1.0
Calle 72,0,20,0,0,2,0,0.714
Calle 72,0,21,0,0,2,0,0.707
Calle 72,0,22,0,0,2,0,0.673
Calle 72,1,5,0,0,2,0,0.666
Calle 72,1,6,1,0,2,0,0.888
Calle 72,1,7,1,0,2,0,0.998
Calle 72,1,8,1,0,2,0,1.0
Calle 72,1,9,1,0,2,0,1.0
Calle 72,1,10,0,0,2,0,0.724
Calle 72,1,11,0,0,2,0,0.679
Calle 72,1,12,0,0,2,0,0.704
Calle 72,1,13,0,0,2,0,0.736
Calle 72,1,14,0,0,2,0,0.696
Calle 72,1,15,0,0,2,0,0.672
Calle 72,1,16,1,0,2,0,0.878
Calle 72,1,17,1,0,2,0,1.0
Calle 72,1,18,1,0,2,0,1.0
Calle 72,1,19,1,0,2,0,1.0
Calle 72,1,20,0,0,2,0,0.655
Calle 72,1,21,0,0,2,0,0.669
Calle 72,1,22,0,0,2,0,0.747
Calle 72,2,5,0,0,2,0,0.734
Calle 72,2,6,1,0,2,0,0.857
Calle 72,2,7,1,0,2,0,1.0
Calle 72,2,8,1,0,2,0,0.969
Calle 72,2,9,1,0,2,0,0.982
Calle 72,2,10,0,0,2,0,0.705
Calle 72,2,11,0,0,2,0,0.695
Calle 72,2,12,0,0,2,0,0.704
Calle 72,2,13,0,0,2,0,0.719
Calle 72,2,14,0,0,2,0,0.7
Calle 72,2,15,0,0,2,0,0.693
Calle 72,2,16,1,0,2,0,0.867
Calle 72,2,17,1,0,2,0,1.0
Calle 72,2,18,1,0,2,0,1.0
Calle 72,2,19,1,0,2,0,1.0
Calle 72,2,20,0,0,2,0,0.743
Calle 72,2,21,0,0,2,0,0.666
Calle 72,2,22,0,0,2,0,0.749
Calle 72,3,5,0,0,2,0,0.699
Calle 72,3,6,1,0,2,1,1.0
Calle 72,3,7,1,0,2,0,1.0
Calle 72,3,8,1,0,2,0,0.954
Calle 72,3,9,1,0,2,0,0.96
Calle 72,3,10,0,0,2,0,0.657
Calle 72,3,11,0,0,2,0,0.742
Calle 72,3,12,0,0,2,0,0.749
Calle 72,3,13,0,0,2,0,0.687
Calle 72,3,14,0,0,2,0,0.653
Calle 72,3,15,0,0,2,0,0.715
Calle 72,3,16,1,0,2,0,0.921
Calle 72,3,17,1,0,2,0,1.0
Calle 72,3,18,1,0,2,0,1.0
Calle 72,3,19,1,0,2,0,1.0
Calle 72,3,20,0,0,2,0,0.669
Calle 72,3,21,0,0,2,0,0.696
Calle 72,3,22,0,0,2,0,0.742
Calle 72,4,5,0,0,2,0,0.705
Calle 72,4,6,1,0,2,0,0.938
Calle 72,4,7,1,0,2,0,0.971
Calle 72,4,8,1,0,2,0,1.0
Calle 72,4,9,1,0,2,0,0.987
Calle 72,4,10,0,0,2,0,0.723
Calle 72,4,11,0,0,2,0,0.711
Calle 72,4,12,0,0,2,0,0.726
Calle 72,4,13,0,0,2,0,0.724
Calle 72,4,14,0,0,2,0,0.698
Calle 72,4,15,0,0,2,0,0.656
Calle 72,4,16,1,0,2,0,0.869
Calle 72,4,17,1,0,2,0,1.0
Calle 72,4,18,1,0,2,0,1.0
Calle 72,4,19,1,0,2,0,1.0
Calle 72,4,20,0,0,2,0,0.706
Calle 72,4,21,0,0,2,0,0.657
Calle 72,4,22,0,0,2,0,0.731
Calle 72,5,5,0,1,2,0,0.38
Calle 72,5,6,1,1,2,0,0.579
Calle 72,5,7,1,1,2,0,0.725
Calle 72,5,8,1,1,2,0,0.712
Calle 72,5,9,1,1,2,0,0.675
Calle 72,5,10,0,1,2,0,0.415
Calle 72,5,11,0,1,2,0,0.354
Calle 72,5,12,0,1,2,0,0.388
Calle 72,5,13,0,1,2,0,0.434
Calle 72,5,14,0,1,2,0,0.444
Calle 72,5,15,0,1,2,0,0.35
Calle 72,5,16,1,1,2,0,0.632
Calle 72,5,17,1,1,2,0,0.737
Calle 72,5,18,1,1,2,0,0.767
Calle 72,5,19,1,1,2,0,0.763
Calle 72,5,20,0,1,2,0,0.425
Calle 72,5,21,0,1,2,0,0.425
Calle 72,5,22,0,1,2,0,0.424
Calle 72,6,5,0,1,2,0,0.38
Calle 72,6,6,1,1,2,0,0.592
Calle 72,6,7,1,1,2,0,0.692
Calle 72,6,8,1,1,2,0,0.653
Calle 72,6,9,1,1,2,0,0.707
Calle 72,6,10,0,1,2,0,0.355
Calle 72,6,11,0,1,2,0,0.39
Calle 72,6,12,0,1,2,0,0.375
Calle 72,6,13,0,1,2,0,0.377
Calle 72,6,14,0,1,2,0,0.434
Calle 72,6,15,0,1,2,0,0.37
Calle 72,6,16,1,1,2,0,0.552
Calle 72,6,17,1,1,2,0,0.785
Calle 72,6,18,1,1,2,0,0.714
Calle 72,6,19,1,1,2,0,0.707
Calle 72,6,20,0,1,2,0,0.38
Calle 72,6,21,0,1,2,0,0.417
Calle 72,6,22,0,1,2,0,0.427
Flores,0,5,0,0,0,0,0.298
Flores,0,6,1,0,0,0,0.539
Flores,0,7,1,0,0,0,0.569
Flores,0,8,1,0,0,0,0.611
Flores,0,9,1,0,0,0,0.634
Flores,0,10,0,0,0,0,0.275
Flores,0,11,0,0,0,0,0.312
Flores,0,12,0,0,0,0,0.287
Flores,0,13,0,0,0,0,0.345
Flores,0,14,0,0,0,0,0.269
Flores,0,15,0,0,0,0,0.266
Flores,0,16,1,0,0,0,0.49
Flores,0,17,1,0,0,0,0.628
Flores,0,18,1,0,0,0,0.606
Flores,0,19,1,0,0,0,0.663
Flores,0,20,0,0,0,0,0.278
Flores,0,21,0,0,0,0,0.313
Flores,0,22,0,0,0,0,0.254
Flores,1,5,0,0,0,0,0.324
Flores,1,6,1,0,0,0,0.458
Flores,1,7,1,0,0,1,0.757
Flores,1,8,1,0,0,1,0.764
Flores,1,9,1,0,0,0,0.647
Flores,1,10,0,0,0,0,0.251
Flores,1,11,0,0,0,0,0.314
Flores,1,12,0,0,0,0,0.26
Flores,1,13,0,0,0,0,0.298
Flores,1,14,0,0,0,0,0.315
Flores,1,15,0,0,0,1,0.476
Flores,1,16,1,0,0,0,0.455
Flores,1,17,1,0,0,0,0.672
Flores,1,18,1,0,0,0,0.67
Flores,1,19,1,0,0,0,0.673
Flores,1,20,0,0,0,0,0.342
Flores,1,21,0,0,0,0,0.253
Flores,1,22,0,0,0,0,0.271
Flores,2,5,0,0,0,0,0.291
Flores,2,6,1,0,0,0,0.476
Flores,2,7,1,0,0,0,0.556
Flores,2,8,1,0,0,1,0.835
Flores,2,9,1,0,0,0,0.571
Flores,2,10,0,0,0,1,0.485
Flores,2,11,0,0,0,0,0.272
Flores,2,12,0,0,0,0,0.302
Flores,2,13,0,0,0,0,0.282
Flores,2,14,0,0,0,0,0.252
Flores,2,15,0,0,0,0,0.347
Flores,2,16,1,0,0,0,0.462
Flores,2,17,1,0,0,0,0.652
Flores,2,18,1,0,0,0,0.607
Flores,2,19,1,0,0,0,0.657
Flores,2,20,0,0,0,0,0.322
Flores,2,21,0,0,0,0,0.297
Flores,2,22,0,0,0,0,0.257
Flores,3,5,0,0,0,0,0.304
Flores,3,6,1,0,0,0,0.546
Flores,3,7,1,0,0,0,0.558
Flores,3,8,1,0,0,0,0.567
Flores,3,9,1,0,0,0,0.635
Flores,3,10,0,0,0,0,0.325
Flores,3,11,0,0,0,0,0.276
Flores,3,12,0,0,0,1,0.461
Flores,3,13,0,0,0,0,0.346
Flores,3,14,0,0,0,1,0.475
Flores,3,15,0,0,0,0,0.3
Flores,3,16,1,0,0,0,0.485
Flores,3,17,1,0,0,0,0.67
Flores,3,18,1,0,0,0,0.65
Flores,3,19,1,0,0,0,0.615
Flores,3,20,0,0,0,0,0.282
Flores,3,21,0,0,0,1,0.515
Flores,3,22,0,0,0,0,0.331
Flores,4,5,0,0,0,0,0.28
Flores,4,6,1,0,0,1,0.702
Flores,4,7,1,0,0,0,0.553
Flores,4,8,1,0,0,0,0.617
Flores,4,9,1,0,0,0,0.627
Flores,4,10,0,0,0,0,0.273
Flores,4,11,0,0,0,1,0.517
Flores,4,12,0,0,0,0,0.308
Flores,4,13,0,0,0,0,0.308
Flores,4,14,0,0,0,0,0.333
Flores,4,15,0,0,0,0,0.26
Flores,4,16,1,0,0,0,0.534
Flores,4,17,1,0,0,0,0.603
Flores,4,18,1,0,0,0,0.668
Flores,4,19,1,0,0,0,0.683
Flores,4,20,0,0,0,0,0.295
Flores,4,21,0,0,0,0,0.349
Flores,4,22,0,0,0,0,0.316
Flores,5,5,0,1,0,0,0.014
Flores,5,6,1,1,0,0,0.195
Flores,5,7,1,1,0,0,0.323
Flores,5,8,1,1,0,0,0.309
Flores,5,9,1,1,0,0,0.312
Flores,5,10,0,1,0,0,0.0
Flores,5,11,0,1,0,0,0.021
Flores,5,12,0,1,0,0,0.0
Flores,5,13,0,1,0,0,0.014
Flores,5,14,0,1,0,0,0.003
Flores,5,15,0,1,0,0,0.013
Flores,5,16,1,1,0,0,0.234
Flores,5,17,1,1,0,0,0.355
Flores,5,18,1,1,0,0,0.304
Flores,5,19,1,1,0,0,0.377
Flores,5,20,0,1,0,0,0.023
Flores,5,21,0,1,0,0,0.0
Flores,5,22,0,1,0,0,0.0
Flores,6,5,0,1,0,0,0.0
Flores,6,6,1,1,0,0,0.202
Flores,6,7,1,1,0,0,0.296
Flores,6,8,1,1,0,0,0.251
Flores,6,9,1,1,0,1,0.519
Flores,6,10,0,1,0,0,0.046
Flores,6,11,0,1,0,0,0.029
Flores,6,12,0,1,0,0,0.0
Flores,6,13,0,1,0,0,0.039
Flores,6,14,0,1,0,0,0.026
Flores,6,15,0,1,0,0,0.0
Flores,6,16,1,1,0,0,0.206
Flores,6,17,1,1,0,0,0.379
Flores,6,18,1,1,0,0,0.383
Flores,6,19,1,1,0,0,0.316
Flores,6,20,0,1,0,0,0.033
Flores,6,21,0,1,0,0,0.009
Flores,6,22,0,1,0,0,0.023
Calle 63,0,5,0,0,1,0,0.488
Calle 63,0,6,1,0,1,0,0.69
Calle 63,0,7,1,0,1,0,0.806
Calle 63,0,8,1,0,1,0,0.845
Calle 63,0,9,1,0,1,0,0.761
Calle 63,0,10,0,0,1,0,0.546
Calle 63,0,11,0,0,1,0,0.45
Calle 63,0,12,0,0,1,0,0.453
Calle 63,0,13,0,0,1,0,0.516
Calle 63,0,14,0,0,1,0,0.55
Calle 63,0,15,0,0,1,0,0.498
Calle 63,0,16,1,0,1,0,0.652
Calle 63,0,17,1,0,1,0,0.823
Calle 63,0,18,1,0,1,0,0.822
Calle 63,0,19,1,0,1,0,0.865
Calle 63,0,20,0,0,1,0,0.489
Calle 63,0,21,0,0,1,0,0.514
Calle 63,0,22,0,0,1,0,0.451
Calle 63,1,5,0,0,1,0,0.485
Calle 63,1,6,1,0,1,0,0.653
Calle 63,1,7,1,0,1,1,1.0
Calle 63,1,8,1,0,1,1,1.0
Calle 63,1,9,1,0,1,0,0.754
Calle 63,1,10,0,0,1,0,0.469
Calle 63,1,11,0,0,1,1,0.721
Calle 63,1,12,0,0,1,0,0.533
Calle 63,1,13,0,0,1,0,0.548
Calle 63,1,14,0,0,1,0,0.493
Calle 63,1,15,0,0,1,0,0.53
Calle 63,1,16,1,0,1,0,0.725
Calle 63,1,17,1,0,1,0,0.884
Calle 63,1,18,1,0,1,0,0.842
Calle 63,1,19,1,0,1,0,0.837
Calle 63,1,20,0,0,1,0,0.51
Calle 63,1,21,0,0,1,0,0.508
Calle 63,1,22,0,0,1,0,0.494
Calle 63,2,5,0,0,1,0,0.462
Calle 63,2,6,1,0,1,0,0.661
Calle 63,2,7,1,0,1,0,0.781
Calle 63,2,8,1,0,1,0,0.771
Calle 63,2,9,1,0,1,0,0.776
Calle 63,2,10,0,0,1,1,0.663
Calle 63,2,11,0,0,1,0,0.495
Calle 63,2,12,0,0,1,0,0.533
Calle 63,2,13,0,0,1,0,0.547
Calle 63,2,14,0,0,1,0,0.494
Calle 63,2,15,0,0,1,0,0.452
Calle 63,2,16,1,0,1,0,0.717
Calle 63,2,17,1,0,1,1,1.0
Calle 63,2,18,1,0,1,0,0.864
Calle 63,2,19,1,0,1,0,0.887
Calle 63,2,20,0,0,1,0,0.495
Calle 63,2,21,0,0,1,0,0.516
Calle 63,2,22,0,0,1,0,0.468
Calle 63,3,5,0,0,1,0,0.522
Calle 63,3,6,1,0,1,0,0.706
Calle 63,3,7,1,0,1,1,0.97
Calle 63,3,8,1,0,1,0,0.771
Calle 63,3,9,1,0,1,0,0.806
Calle 63,3,10,0,0,1,0,0.486
Calle 63,3,11,0,0,1,0,0.545
Calle 63,3,12,0,0,1,0,0.527
Calle 63,3,13,0,0,1,0,0.458
Calle 63,3,14,0,0,1,0,0.476
Calle 63,3,15,0,0,1,0,0.548
Calle 63,3,16,1,0,1,0,0.71
Calle 63,3,17,1,0,1,0,0.8
Calle 63,3,18,1,0,1,0,0.806
Calle 63,3,19,1,0,1,0,0.876
Calle 63,3,20,0,0,1,0,0.471
Calle 63,3,21,0,0,1,0,0.536
Calle 63,3,22,0,0,1,0,0.475
Calle 63,4,5,0,0,1,0,0.537
Calle 63,4,6,1,0,1,0,0.735
Calle 63,4,7,1,0,1,0,0.76
Calle 63,4,8,1,0,1,0,0.751
Calle 63,4,9,1,0,1,0,0.752
Calle 63,4,10,0,0,1,0,0.499
Calle 63,4,11,0,0,1,0,0.531
Calle 63,4,12,0,0,1,0,0.539
Calle 63,4,13,0,0,1,0,0.506
Calle 63,4,14,0,0,1,0,0.49
Calle 63,4,15,0,0,1,0,0.54
Calle 63,4,16,1,0,1,1,0.872
Calle 63,4,17,1,0,1,0,0.874
Calle 63,4,18,1,0,1,0,0.889
Calle 63,4,19,1,0,1,0,0.843
Calle 63,4,20,0,0,1,0,0.463
Calle 63,4,21,0,0,1,0,0.497
Calle 63,4,22,0,0,1,0,0.494
Calle 63,5,5,0,1,1,0,0.152
Calle 63,5,6,1,1,1,0,0.415
Calle 63,5,7,1,1,1,0,0.454
Calle 63,5,8,1,1,1,0,0.452
Calle 63,5,9,1,1,1,0,0.502
Calle 63,5,10,0,1,1,0,0.23
Calle 63,5,11,0,1,1,0,0.183
Calle 63,5,12,0,1,1,0,0.159
Calle 63,5,13,0,1,1,0,0.182
Calle 63,5,14,0,1,1,0,0.231
Calle 63,5,15,0,1,1,0,0.237
Calle 63,5,16,1,1,1,0,0.44
Calle 63,5,17,1,1,1,0,0.567
Calle 63,5,18,1,1,1,0,0.527
Calle 63,5,19,1,1,1,0,0.561
Calle 63,5,20,0,1,1,0,0.154
Calle 63,5,21,0,1,1,0,0.179
Calle 63,5,22,0,1,1,0,0.158
Calle 63,6,5,0,1,1,0,0.18
Calle 63,6,6,1,1,1,0,0.422
Calle 63,6,7,1,1,1,0,0.518
Calle 63,6,8,1,1,1,0,0.473
Calle 63,6,9,1,1,1,0,0.515
Calle 63,6,10,0,1,1,0,0.235
Calle 63,6,11,0,1,1,0,0.194
Calle 63,6,12,0,1,1,0,0.224
Calle 63,6,13,0,1,1,0,0.194
Calle 63,6,14,0,1,1,0,0.16
Calle 63,6,15,0,1,1,0,0.215
Calle 63,6,16,1,1,1,0,0.407
Calle 63,6,17,1,1,1,1,0.729
Calle 63,6,18,1,1,1,0,0.564
Calle 63,6,19,1,1,1,0,0.58
Calle 63,6,20,0,1,1,0,0.17
Calle 63,6,21,0,1,1,0,0.245
Calle 63,6,22,0,1,1,0,0.157
Calle 45,0,5,0,0,0,0,0.346
Calle 45,0,6,1,0,0,0,0.531
Calle 45,0,7,1,0,0,0,0.624
Calle 45,0,8,1,0,0,0,0.643
Calle 45,0,9,1,0,0,0,0.559
Calle 45,0,10,0,0,0,0,0.339
Calle 45,0,11,0,0,0,0,0.301
Calle 45,0,12,0,0,0,0,0.3
Calle 45,0,13,0,0,0,0,0.281
Calle 45,0,14,0,0,0,0,0.335
Calle 45,0,15,0,0,0,0,0.263
Calle 45,0,16,1,0,0,0,0.506
Calle 45,0,17,1,0,0,0,0.67
Calle 45,0,18,1,0,0,0,0.663
Calle 45,0,19,1,0,0,0,0.629
Calle 45,0,20,0,0,0,0,0.319
Calle 45,0,21,0,0,0,0,0.305
Calle 45,0,22,0,0,0,0,0.338
Calle 45,1,5,0,0,0,0,0.275
Calle 45,1,6,1,0,0,0,0.549
Calle 45,1,7,1,0,0,0,0.552
Calle 45,1,8,1,0,0,0,0.576
Calle 45,1,9,1,0,0,0,0.589
Calle 45,1,10,0,0,0,1,0.511
Calle 45,1,11,0,0,0,0,0.283
Calle 45,1,12,0,0,0,0,0.319
Calle 45,1,13,0,0,0,0,0.272
Calle 45,1,14,0,0,0,0,0.316
Calle 45,1,15,0,0,0,0,0.298
Calle 45,1,16,1,0,0,0,0.51
Calle 45,1,17,1,0,0,0,0.662
Calle 45,1,18,1,0,0,0,0.671
Calle 45,1,19,1,0,0,0,0.652
Calle 45,1,20,0,0,0,0,0.258
Calle 45,1,21,0,0,0,0,0.321
Calle 45,1,22,0,0,0,0,0.273
Calle 45,2,5,0,0,0,0,0.343
Calle 45,2,6,1,0,0,0,0.482
Calle 45,2,7,1,0,0,0,0.603
Calle 45,2,8,1,0,0,0,0.615
Calle 45,2,9,1,0,0,0,0.577
Calle 45,2,10,0,0,0,0,0.271
Calle 45,2,11,0,0,0,0,0.306
Calle 45,2,12,0,0,0,0,0.315
Calle 45,2,13,0,0,0,0,0.321
Calle 45,2,14,0,0,0,0,0.285
Calle 45,2,15,0,0,0,0,0.341
Calle 45,2,16,1,0,0,0,0.534
Calle 45,2,17,1,0,0,1,0.82
Calle 45,2,18,1,0,0,0,0.667
Calle 45,2,19,1,0,0,0,0.68
Calle 45,2,20,0,0,0,0,0.293
Calle 45,2,21,0,0,0,0,0.283
Calle 45,2,22,0,0,0,1,0.528
Calle 45,3,5,0,0,0,0,0.325
Calle 45,3,6,1,0,0,0,0.541
Calle 45,3,7,1,0,0,0,0.639
Calle 45,3,8,1,0,0,0,0.556
Calle 45,3,9,1,0,0,0,0.636
Calle 45,3,10,0,0,0,0,0.35
Calle 45,3,11,0,0,0,0,0.268
Calle 45,3,12,0,0,0,0,0.278
Calle 45,3,13,0,0,0,0,0.326
Calle 45,3,14,0,0,0,0,0.293
Calle 45,3,15,0,0,0,0,0.312
Calle 45,3,16,1,0,0,0,0.521
Calle 45,3,17,1,0,0,0,0.651
Calle 45,3,18,1,0,0,0,0.68
Calle 45,3,19,1,0,0,0,0.67
Calle 45,3,20,0,0,0,0,0.292
Calle 45,3,21,0,0,0,0,0.258
Calle 45,3,22,0,0,0,0,0.32
Calle 45,4,5,0,0,0,0,0.324
Calle 45,4,6,1,0,0,0,0.456
Calle 45,4,7,1,0,0,0,0.576
Calle 45,4,8,1,0,0,0,0.553
Calle 45,4,9,1,0,0,0,0.575
Calle 45,4,10,0,0,0,0,0.288
Calle 45,4,11,0,0,0,1,0.523
Calle 45,4,12,0,0,0,0,0.323
Calle 45,4,13,0,0,0,0,0.291
Calle 45,4,14,0,0,0,0,0.27
Calle 45,4,15,0,0,0,0,0.283
Calle 45,4,16,1,0,0,0,0.542
Calle 45,4,17,1,0,0,0,0.645
Calle 45,4,18,1,0,0,0,0.681
Calle 45,4,19,1,0,0,0,0.648
Calle 45,4,20,0,0,0,0,0.276
Calle 45,4,21,0,0,0,0,0.28
Calle 45,4,22,0,0,0,0,0.326
Calle 45,5,5,0,1,0,0,0.0
Calle 45,5,6,1,1,0,0,0.177
Calle 45,5,7,1,1,0,0,0.328
Calle 45,5,8,1,1,0,0,0.328
Calle 45,5,9,1,1,0,0,0.286
Calle 45,5,10,0,1,0,0,0.027
Calle 45,5,11,0,1,0,0,0.0
Calle 45,5,12,0,1,0,0,0.017
Calle 45,5,13,0,1,0,0,0.0
Calle 45,5,14,0,1,0,0,0.026
Calle 45,5,15,0,1,0,0,0.032
Calle 45,5,16,1,1,0,1,0.428
Calle 45,5,17,1,1,0,0,0.397
Calle 45,5,18,1,1,0,0,0.397
Calle 45,5,19,1,1,0,0,0.345
Calle 45,5,20,0,1,0,0,0.0
Calle 45,5,21,0,1,0,0,0.0
Calle 45,5,22,0,1,0,0,0.0
Calle 45,6,5,0,1,0,1,0.208
Calle 45,6,6,1,1,0,0,0.183
Calle 45,6,7,1,1,0,0,0.299
Calle 45,6,8,1,1,0,0,0.3
Calle 45,6,9,1,1,0,0,0.27
Calle 45,6,10,0,1,0,0,0.027
Calle 45,6,11,0,1,0,0,0.0
Calle 45,6,12,0,1,0,0,0.023
Calle 45,6,13,0,1,0,0,0.027
Calle 45,6,14,0,1,0,0,0.0
Calle 45,6,15,0,1,0,0,0.0
Calle 45,6,16,1,1,0,0,0.204
Calle 45,6,17,1,1,0,0,0.315
Calle 45,6,18,1,1,0,0,0.345
Calle 45,6,19,1,1,0,0,0.335
Calle 45,6,20,0,1,0,0,0.0
Calle 45,6,21,0,1,0,0,0.015
Calle 45,6,22,0,1,0,0,0.0
Marly,0,5,0,0,1,0,0.512
Marly,0,6,1,0,1,0,0.74
Marly,0,7,1,0,1,0,0.782
Marly,0,8,1,0,1,0,0.835
Marly,0,9,1,0,1,0,0.756
Marly,0,10,0,0,1,0,0.55
Marly,0,11,0,0,1,0,0.539
Marly,0,12,0,0,1,0,0.48
Marly,0,13,0,0,1,0,0.503
Marly,0,14,0,0,1,0,0.539
Marly,0,15,0,0,1,0,0.546
Marly,0,16,1,0,1,0,0.655
Marly,0,17,1,0,1,0,0.84
Marly,0,18,1,0,1,0,0.884
Marly,0,19,1,0,1,0,0.817
Marly,0,20,0,0,1,0,0.494
Marly,0,21,0,0,1,0,0.461
Marly,0,22,0,0,1,0,0.496
Marly,1,5,0,0,1,0,0.544
Marly,1,6,1,0,1,0,0.739
Marly,1,7,1,0,1,0,0.838
Marly,1,8,1,0,1,0,0.824
Marly,1,9,1,0,1,0,0.843
Marly,1,10,0,0,1,0,0.473
Marly,1,11,0,0,1,0,0.5
Marly,1,12,0,0,1,0,0.452
Marly,1,13,0,0,1,0,0.472
Marly,1,14,0,0,1,0,0.519
Marly,1,15,0,0,1,0,0.493
Marly,1,16,1,0,1,0,0.722
Marly,1,17,1,0,1,0,0.831
Marly,1,18,1,0,1,0,0.84
Marly,1,19,1,0,1,0,0.852
Marly,1,20,0,0,1,0,0.523
Marly,1,21,0,0,1,0,0.542
Marly,1,22,0,0,1,0,0.524
Marly,2,5,0,0,1,0,0.468
Marly,2,6,1,0,1,0,0.747
Marly,2,7,1,0,1,0,0.763
Marly,2,8,1,0,1,0,0.815
Marly,2,9,1,0,1,0,0.805
Marly,2,10,0,0,1,0,0.549
Marly,2,11,0,0,1,0,0.489
Marly,2,12,0,0,1,0,0.514
Marly,2,13,0,0,1,0,0.507
Marly,2,14,0,0,1,0,0.464
Marly,2,15,0,0,1,0,0.487
Marly,2,16,1,0,1,0,0.746
Marly,2,17,1,0,1,0,0.86
Marly,2,18,1,0,1,0,0.9
Marly,2,19,1,0,1,0,0.819
Marly,2,20,0,0,1,0,0.472
Marly,2,21,0,0,1,0,0.475
Marly,2,22,0,0,1,0,0.55
Marly,3,5,0,0,1,0,0.537
Marly,3,6,1,0,1,0,0.746
Marly,3,7,1,0,1,0,0.781
Marly,3,8,1,0,1,0,0.836
Marly,3,9,1,0,1,0,0.806
Marly,3,10,0,0,1,0,0.483
Marly,3,11,0,0,1,0,0.528
Marly,3,12,0,0,1,0,0.495
Marly,3,13,0,0,1,1,0.696
Marly,3,14,0,0,1,0,0.548
Marly,3,15,0,0,1,0,0.533
Marly,3,16,1,0,1,0,0.66
Marly,3,17,1,0,1,0,0.89
Marly,3,18,1,0,1,0,0.824
Marly,3,19,1,0,1,0,0.84
Marly,3,20,0,0,1,0,0.485
Marly,3,21,0,0,1,0,0.536
Marly,3,22,0,0,1,0,0.474
Marly,4,5,0,0,1,0,0.524
Marly,4,6,1,0,1,0,0.667
Marly,4,7,1,0,1,0,0.753
Marly,4,8,1,0,1,0,0.845
Marly,4,9,1,0,1,0,0.795
Marly,4,10,0,0,1,0,0.51
Marly,4,11,0,0,1,0,0.509
Marly,4,12,0,0,1,0,0.535
Marly,4,13,0,0,1,0,0.526
Marly,4,14,0,0,1,0,0.473
Marly,4,15,0,0,1,0,0.498
Marly,4,16,1,0,1,0,0.703
Marly,4,17,1,0,1,0,0.837
Marly,4,18,1,0,1,0,0.804
Marly,4,19,1,0,1,0,0.88
Marly,4,20,0,0,1,0,0.481
Marly,4,21,0,0,1,0,0.541
Marly,4,22,0,0,1,0,0.49
Marly,5,5,0,1,1,0,0.201
Marly,5,6,1,1,1,0,0.448
Marly,5,7,1,1,1,0,0.5
Marly,5,8,1,1,1,0,0.513
Marly,5,9,1,1,1,0,0.548
Marly,5,10,0,1,1,0,0.181
Marly,5,11,0,1,1,0,0.238
Marly,5,12,0,1,1,1,0.39
Marly,5,13,0,1,1,0,0.225
Marly,5,14,0,1,1,0,0.236
Marly,5,15,0,1,1,0,0.206
Marly,5,16,1,1,1,0,0.388
Marly,5,17,1,1,1,0,0.502
Marly,5,18,1,1,1,0,0.599
Marly,5,19,1,1,1,0,0.562
Marly,5,20,0,1,1,0,0.226
Marly,5,21,0,1,1,0,0.233
Marly,5,22,0,1,1,0,0.176
Marly,6,5,0,1,1,0,0.226
Marly,6,6,1,1,1,0,0.355
Marly,6,7,1,1,1,0,0.498
Marly,6,8,1,1,1,0,0.456
Marly,6,9,1,1,1,0,0.471
Marly,6,10,0,1,1,0,0.237
Marly,6,11,0,1,1,0,0.243
Marly,6,12,0,1,1,0,0.165
Marly,6,13,0,1,1,0,0.201
Marly,6,14,0,1,1,0,0.232
Marly,6,15,0,1,1,0,0.233
Marly,6,16,1,1,1,1,0.587
Marly,6,17,1,1,1,1,0.767
Marly,6,18,1,1,1,0,0.598
Marly,6,19,1,1,1,0,0.594
Marly,6,20,0,1,1,0,0.193
Marly,6,21,0,1,1,0,0.249
Marly,6,22,0,1,1,0,0.213
Calle 26,0,5,0,0,2,0,0.653
Calle 26,0,6,1,0,2,0,0.881
Calle 26,0,7,1,0,2,0,0.953
Calle 26,0,8,1,0,2,0,0.983
Calle 26,0,9,1,0,2,0,0.977
Calle 26,0,10,0,0,2,0,0.652
Calle 26,0,11,0,0,2,0,0.727
Calle 26,0,12,0,0,2,0,0.737
Calle 26,0,13,0,0,2,0,0.742
Calle 26,0,14,0,0,2,0,0.742
Calle 26,0,15,0,0,2,0,0.67
Calle 26,0,16,1,0,2,0,0.938
Calle 26,0,17,1,0,2,0,1.0
Calle 26,0,18,1,0,2,0,1.0
Calle 26,0,19,1,0,2,0,1.0
Calle 26,0,20,0,0,2,0,0.708
Calle 26,0,21,0,0,2,0,0.697
Calle 26,0,22,0,0,2,0,0.661
Calle 26,1,5,0,0,2,0,0.749
Calle 26,1,6,1,0,2,0,0.93
Calle 26,1,7,1,0,2,1,1.0
Calle 26,1,8,1,0,2,0,0.979
Calle 26,1,9,1,0,2,0,0.992
Calle 26,1,10,0,0,2,0,0.707
Calle 26,1,11,0,0,2,1,0.934
Calle 26,1,12,0,0,2,0,0.707
Calle 26,1,13,0,0,2,0,0.67
